1.1.001|1.1.001 वृद्धिरादैच्	आ, ऐ and औ are called वृद्धि।<br><br>Terms: वृद्धि
7.3.027|7.3.027 नातः परस्य	When the first vowel of the second member preceded by अर्ध and denoting mass is short अ before a तद्धित affix having an indicatory ञ् , ण् or क् and optionally so for the first vowel of the first member (i.e. अर्ध).<br><br>Terms: वृद्धि
7.3.028|7.3.028 प्रवाहणस्य ढे	Before the affix ढ (एय), the वृद्धि is substituted for the first vowel of the second member of प्रवाहण but optionally so for the first member (i.e. प्र).<br><br>Terms: वृद्धि
7.3.029|7.3.029 तत्प्रत्ययस्य च	Even so from a new derivative from this stem ending in ढ, formed with a तद्धित affix having an indicatory ञ् , ण् or क् there is वृद्धि substitution for the first vowel of the second member and optionally for the first vowel of the first member in प्रवाहणेय and प्रावाहणेय।<br><br>Terms: वृद्धि
7.3.030|7.3.030 नञः शुचीश्वरक्षेत्रज्ञकुशलनिपुणानाम्	Before a तद्धित affix having an indicatory ञ् , ण् or क् , the वृद्धि is always substituted for the first vowel of 1. शुचि 2. ईश्वर 3. क्षेत्रज्ञ 4. कुशल and 4. निपुण when preceded by the Negative particle, but this substitution is optional for the vowel of the Negative particles.<br><br>Terms: वृद्धि
7.3.031|7.3.031 यथातथयथापुरयोः पर्यायेण	Before a तद्धित affix having an indicatory ञ् , ण् or क् , the words यथातथ and यथापुर may have वृद्धि of the first vowel of their first member or that of the second member, in alteration.<br><br>Terms: वृद्धि
7.3.032|7.3.032 हनस्तोऽचिण्णलोः	त् is substituted for the न् of the root हन् 'to kill' before an affix with a indicatory ञ् or ण् which also causes वृद्धि of the penultimate अ , but the augment is not added before the Aorist sign nor before the Personal ending णल् of the लिट् (Perfect Tense).<br><br>Terms: वृद्धि
7.3.033|7.3.033 आतो युक् चिण्कृतोः	A root-अङ्ग (stem) ending in आ gets the augment युक् (य्) before the Aorist sign चिण् which causes also the वृद्धि of the root-vowel.<br><br>Terms: वृद्धि
7.3.034|7.3.034 नोदात्तोपदेशस्य मान्तस्यानाचमेः	The वृद्धि is not substituted before the Aorist sign चिण् or a कृत् affix with an indicatory ञ् or ण् for the vowel of that root which ends in म and is acutely accented (उदात्त) in its original enunciation (धातुपाठ), but not so in चम् after आ।<br><br>Terms: वृद्धि
7.3.035|7.3.035 जनिवध्योश्च	The वृद्धि is not substituted for the vowels of जन् 'to produce' and वधे before the Aorist sign चिण् and the कृत् affixes with an indicatory ञ् or ण् ।<br><br>Terms: वृद्धि
7.3.036|7.3.036 अर्त्तिह्रीब्लीरीक्नूयीक्ष्माय्यातां पुङ्णौ	The augment पुक् (प्) is added to the roots 1. ऋ 2. ह्री 3. व्ली 4. री 5. क्नुय् 6. क्ष्माय and to a root ending in long आ when the affix णि (the Causative) follows.<br><br>Terms: पुक् augment
7.3.037|7.3.037 शाच्छासाह्वाव्यावेपां युक्	The augment युक् (य्) is added to the verbal stems 1. शा 2. छा 3. सा 4. ह्वा 5. वे and 6. पा before the affix णि (Causative).<br><br>Terms: युक् augment
7.3.038|7.3.038 वो विधूनने जुक्	वा gets the augment जुक् (ज्) before the affix णि when the Causative has the sense of 'shaking'.<br><br>Terms: जुक् augment
7.3.039|7.3.039 लीलोर्नुग्लुकावन्यतरस्यां स्नेहविपातने	The roots ली and ला optionally get नुक् and लुक् augment respectively before the affix णि when the Causative means 'the melting of a fatty substance'.<br><br>Terms: नुक् and लुक् augment
7.3.040|7.3.040 भियो हेतुभये षुक्	The augment षुक् is added to the root भी before the affix णि when fear is caused immediately owing to the agent of the Causative.<br><br>Terms: षुक् augment
7.3.041|7.3.041 स्फायो वः	For the final of the stem स्फाय् is substituted व् in the Causative.<br><br>Terms: augment
7.3.042|7.3.042 शदेरगतौ तः	For the final of शद् is substituted त् in the Causative, when it does not mean 'to drive'.<br><br>Terms: augment
7.3.043|7.3.043 रुहः पोऽन्यतरस्याम्	प् may optionally be substituted for the final of रुह् 'to mount' in the Causative.<br><br>Terms: augment
7.3.044|7.3.044 प्रत्ययस्थात्‌ कात्‌ पूर्वस्यात इदाप्यसुपः	इ is substituted for the अ which stands before the क् belonging to an affix when the feminine ending आ follows, provided that, it does not come after a case-affix (i.e. when such a word in अक does not stand at the end of a बहुव्रीहि समास).<br><br>Terms: Feminine इ
7.3.045|7.3.045 न यासयोः	The इ is not substituted for the अ of य् and स् with the augment क् when the feminine आ follows.<br><br>Terms: Feminine इ
7.3.046|7.3.046 उदीचामातः स्थाने यकपूर्वायाः	According to the opinion of Northern Grammarians इ is not substituted for that अ which is obtained by shortening the long आ of the feminine (under sūtra केऽणः 7.4.13 before the affix क) which is preceded by य् or a क्।<br><br>Terms: Feminine इ
7.3.047|7.3.047 भस्त्रैषाऽजाज्ञाद्वास्वानञ्पूर्वाणामपि	According to the opinion of Northern Grammarians इ is not substituted for that अ which is obtained by shortening the long आ of the feminine (under sūtra केऽणः 7.4.13) of 1. भस्त्रा 2. एषा 3. अजा 4. ज्ञा 5. द्वा -- त्यदादीनामः 7.2.102, and 6. स्वा even not then when the negative particle precedes them.<br><br>Terms: Feminine इ
